C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_08_713.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_08_713.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_08_713.jpg,0,0,0,2.508004E-06
C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_08_780.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_08_780.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_08_780.jpg,0,0,0,2.246171E-06
C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_08_846.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_08_846.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_08_846.jpg,0,0,0,2.606201E-07
C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_08_914.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_08_914.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_08_914.jpg,0,0,0,1.953751E-06
C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_08_982.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_08_982.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_08_982.jpg,0,0,0,1.187322E-06
C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_09_049.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_09_049.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_09_049.jpg,0,0,0,4.38683E-06
C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_09_119.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_09_119.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_09_119.jpg,0,0,0,1.854398E-06
C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_09_187.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_09_187.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_09_187.jpg,0,0,0,1.356553E-06
C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_09_256.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_09_256.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_09_256.jpg,0,0,0,6.299783E-06
C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\center_2020_08_18_17_54_09_326.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\left_2020_08_18_17_54_09_326.jpg,C:\Users\caoxi\Desktop\XC Autopilot\Udemy\Behavior Clone\Data\IMG\right_2020_08_18_17_54_09_326.jpg,0,0,0,2.806475E-06
